130000,河北省
130000,河北
130100,石家庄市
130100,石家庄
130102,长安区
130102,长安
130103,桥东区
130103,桥东
130104,桥西区
130104,桥西
130105,新华区
130105,新华
130107,井陉矿区
130108,裕华区
130108,裕华
130121,井陉县
130121,井陉
130123,正定县
130123,正定
130124,栾城县
130124,栾城
130125,行唐县
130125,行唐
130126,灵寿县
130126,灵寿
130127,高邑县
130127,高邑
130128,深泽县
130128,深泽
130129,赞皇县
130129,赞皇
130130,无极县
130130,无极
130131,平山县
130131,平山
130132,元氏县
130132,元氏
130133,赵县
130181,辛集市
130181,辛集
130182,藁城市
130182,藁城
130183,晋州市
130183,晋州
130184,新乐市
130184,新乐
130185,鹿泉市
130185,鹿泉
130200,唐山市
130200,唐山
130202,路南区
130202,路南
130203,路北区
130203,路北
130204,古冶区
130204,古冶
130205,开平区
130205,开平
130207,丰南区
130207,丰南
130208,丰润区
130208,丰润
130209,曹妃甸区
130209,曹妃甸
130223,滦县
130224,滦南县
130224,滦南
130225,乐亭县
130225,乐亭
130227,迁西县
130227,迁西
130229,玉田县
130229,玉田
130281,遵化市
130281,遵化
130283,迁安市
130283,迁安
130300,秦皇岛市
130300,秦皇岛
130302,海港区
130302,海港
130303,山海关区
130303,山海关
130304,北戴河区
130304,北戴河
130321,青龙满族自治县
130321,青龙
130322,昌黎县
130322,昌黎
130323,抚宁县
130323,抚宁
130324,卢龙县
130324,卢龙
130400,邯郸市
130400,邯郸
130402,邯山区
130402,邯山
130403,丛台区
130403,丛台
130404,复兴区
130404,复兴
130406,峰峰矿区
130423,临漳县
130423,临漳
130424,成安县
130424,成安
130425,大名县
130425,大名
130426,涉县
130427,磁县
130428,肥乡县
130428,肥乡
130429,永年县
130429,永年
130430,邱县
130431,鸡泽县
130431,鸡泽
130432,广平县
130432,广平
130433,馆陶县
130433,馆陶
130434,魏县
130435,曲周县
130435,曲周
130481,武安市
130481,武安
130500,邢台市
130500,邢台
130502,桥东区
130502,桥东
130503,桥西区
130503,桥西
130521,邢台县
130521,邢台
130522,临城县
130522,临城
130523,内丘县
130523,内丘
130524,柏乡县
130524,柏乡
130525,隆尧县
130525,隆尧
130526,任县
130527,南和县
130527,南和
130528,宁晋县
130528,宁晋
130529,巨鹿县
130529,巨鹿
130530,新河县
130530,新河
130531,广宗县
130531,广宗
130532,平乡县
130532,平乡
130533,威县
130534,清河县
130534,清河
130535,临西县
130535,临西
130581,南宫市
130581,南宫
130582,沙河市
130582,沙河
130600,保定市
130600,保定
130602,新市区
130602,新市
130603,北市区
130603,北市
130604,南市区
130604,南市
130621,满城县
130621,满城
130622,清苑县
130622,清苑
130623,涞水县
130623,涞水
130624,阜平县
130624,阜平
130625,徐水县
130625,徐水
130626,定兴县
130626,定兴
130627,唐县
130628,高阳县
130628,高阳
130629,容城县
130629,容城
130630,涞源县
130630,涞源
130631,望都县
130631,望都
130632,安新县
130632,安新
130633,易县
130634,曲阳县
130634,曲阳
130635,蠡县
130636,顺平县
130636,顺平
130637,博野县
130637,博野
130638,雄县
130681,涿州市
130681,涿州
130682,定州市
130682,定州
130683,安国市
130683,安国
130684,高碑店市
130684,高碑店
130700,张家口市
130700,张家口
130702,桥东区
130702,桥东
130703,桥西区
130703,桥西
130705,宣化区
130705,宣化
130706,下花园区
130706,下花园
130721,宣化县
130721,宣化
130722,张北县
130722,张北
130723,康保县
130723,康保
130724,沽源县
130724,沽源
130725,尚义县
130725,尚义
130726,蔚县
130727,阳原县
130727,阳原
130728,怀安县
130728,怀安
130729,万全县
130729,万全
130730,怀来县
130730,怀来
130731,涿鹿县
130731,涿鹿
130732,赤城县
130732,赤城
130733,崇礼县
130733,崇礼
130800,承德市
130800,承德
130802,双桥区
130802,双桥
130803,双滦区
130803,双滦
130804,鹰手营子矿区
130821,承德县
130821,承德
130822,兴隆县
130822,兴隆
130823,平泉县
130823,平泉
130824,滦平县
130824,滦平
130825,隆化县
130825,隆化
130826,丰宁满族自治县
130826,丰宁
130827,宽城满族自治县
130827,宽城
130828,围场满族蒙古族自治县
130828,围场
130900,沧州市
130900,沧州
130902,新华区
130902,新华
130903,运河区
130903,运河
130921,沧县
130922,青县
130923,东光县
130923,东光
130924,海兴县
130924,海兴
130925,盐山县
130925,盐山
130926,肃宁县
130926,肃宁
130927,南皮县
130927,南皮
130928,吴桥县
130928,吴桥
130929,献县
130930,孟村回族自治县
130930,孟村
130981,泊头市
130981,泊头
130982,任丘市
130982,任丘
130983,黄骅市
130983,黄骅
130984,河间市
130984,河间
131000,廊坊市
131000,廊坊
131002,安次区
131002,安次
131003,广阳区
131003,广阳
131022,固安县
131022,固安
131023,永清县
131023,永清
131024,香河县
131024,香河
131025,大城县
131025,大城
131026,文安县
131026,文安
131028,大厂回族自治县
131028,大厂
131081,霸州市
131081,霸州
131082,三河市
131082,三河
131100,衡水市
131100,衡水
131102,桃城区
131102,桃城
131121,枣强县
131121,枣强
131122,武邑县
131122,武邑
131123,武强县
131123,武强
131124,饶阳县
131124,饶阳
131125,安平县
131125,安平
131126,故城县
131126,故城
131127,景县
131128,阜城县
131128,阜城
131181,冀州市
131181,冀州
131182,深州市
131182,深州
